productTitle,averageRating,reviewTitle,reviewDescription,reviewAuthor,reviewAt
boAt Bassheads 103 Wired Headset,4.3,Awesome,Good product,Flipkart Customer,6 months ago
SAMSUNG Metro 313,4.2,Wonderful,Best,PARASURAM RAUT,"Mar, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Best in the market!,Mind blowing product,Ayush Sharma,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Really Nice,That's good!,Sonu Kumar,"Jun, 2020"
boAt Bassheads 103 Wired Headset,4.3,Hated it!,15 days aachu oru side sound kekala waste of money,nagarajan  p,6 months ago
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Excellent,Good mobile phone,Sharanu G Sharanu,"Mar, 2019"
SAMSUNG Metro 313,4.2,Super!,No word to say such an amazing mobile phone,Maverick Lyngdoh,"Mar, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Wonderful,Don't expect too much as got this product in 599 it has a good battery backup of around 2 days continuous usage. Gets charged within 15-20 mins. Sound is not that great but worth it basis the price,Vipin Singh,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Great product,All owsam well profamnce,Flipkart Customer,"Jun, 2020"
boAt Bassheads 103 Wired Headset,4.3,Just wow!,Awesome,Payal Dwivedi,6 months ago
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Just wow!,Awesome mobile,Gangadhara Rao Posina,"Mar, 2019"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Pretty good,"Ossum earphone , but have to do quality of beefiness improve",Dipesh kushwah,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Excellent,Good quality,Rituparna  Singharoy ,"Jun, 2020"
boAt Bassheads 103 Wired Headset,4.3,Very Good,"This is a good product, 1year warranty on the side makes it very reasonable.",aayushi parashar,6 months ago
"SAMSUNG Galaxy J2 2018 (Black, 16 GB)",4.3,Wonderful,Good,Raja  Darjee,"Mar, 2019"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Mind-blowing purchase,Excellent quality,Subha Das,2 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Could be way better,One button is not working Repair it fast,Flipkart Customer,"Jun, 2020"
boAt Bassheads 103 Wired Headset,4.3,Perfect product!,"Delivery was good, Nice product",Rajneesh Aaron,6 months ago
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Wonderful,Very nice,Flipkart Customer,2 months ago
boAt Bassheads 103 Wired Headset,4.3,Fabulous!,OK,Mr. D K,6 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Absolute rubbish!,Very bad... Very slow. Dont buy if you work fast. It will hang.,Suraj Kumar,"May, 2020"
Mivi Collar Classic Neckband with Fast Charging Bluetooth Headset,3.9,Worst experience ever!,Sound system are so bad 😔,Flipkart Customer,2 months ago
boAt Bassheads 103 Wired Headset,4.3,Bad quality,Not bad,k.papeyya reddy,6 months ago
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Good quality product,Good laptop in this price,Flipkart Customer,"May, 2020"
DELL Inspiron 14 3000 Series Core i3 7th Gen - (4 GB/1 TB HDD/Linux) inspiron 3467 Laptop,4.1,Super!,very nice product,MIKAN  MOHANTY ,"May, 2020"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Must buy!,simply superb,Flipkart Customer,"Jun, 2019"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Must buy!,thank u flipkart for amazing deal in low budget...again thank u,Mithilesh kumar Singh,"Jun, 2019"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Simply awesome,very nice,Arun gupta Gupta,"Jun, 2019"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Fabulous!,Nice and good work,Rakshak  Talpada,"Jun, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Terrific purchase,Awesome 👍,Ganesh Kumar,3 months ago
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Perfect product!,Superb,MADDIKATLA RAVI KUMAR,"Jun, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Must buy!,Nice,Deep Kaur,3 months ago
"REDMI 9i (Sea Blue, 64 GB)",4.3,Delightful,Good,Flipkart Customer,1 month ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Brilliant,"It's really amazing one , nice sound quality .",Yuvraj Dutt,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Highly recommended,"camera quality is not so good, but for s pen lover can afford this in low price, battery life is poor.",Jitendra  Singh,"Feb, 2020"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Excellent,Good performance,Sai Kumar,"Jun, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Pretty good,Nice product,Deva  Suresh,3 months ago
"REDMI 9i (Sea Blue, 64 GB)",4.3,Classy product,Good phone.,Flipkart Customer,1 month ago
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Super!,Camera is excellent.5/5Battery is fine 4/5.Display 5/5.S pen is wonderful.Only issue is slow processor.and during video recording temperature increases and camera shut down.it can't stand 30 min video recording..Exynos is not a good processor I think.,Amit Bhadauria,"Oct, 2020"
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Good quality product,Nice Product,Amol  Munde,"Jun, 2018"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Brilliant,Small and very Powerful refrigerator,Arunkumar S,"Jun, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Brilliant,Good,Ram Sen,3 months ago
"REDMI 9i (Sea Blue, 64 GB)",4.3,Does the job,Back camera is not good,Flipkart Customer,1 month ago
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Great product,"after one month of using, I must say this is a worth buying phone. Previously I was using Samsung J series & M series phone. But this is a flagship phone from Samsung costs little above the midrange & performance wise very hard to find any fault in it. Loving it",Flipkart Customer,"Aug, 2020"
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Brilliant,very very Gud,Lobsang Nima,"Jun, 2018"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Highly recommended,very fast delivery thank you flip Cart,Rohitendra Kumar,"Jun, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Must buy!,Fantastik,Joydev Rana,3 months ago
"REDMI 9i (Sea Blue, 64 GB)",4.3,Classy product,Super,Maheshswari  Maheshswari ,1 month ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Wonderful,good sound quality thank you,VIPINDAS kannur,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Mind-blowing purchase,This is the best phone at this price,Geetha Customer,"Aug, 2020"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Simply awesome,nice looking.,DEEPAK BHARTI,"Jun, 2019"
"REDMI 9i (Sea Blue, 64 GB)",4.3,Does the job,Good,Sagar Sk,1 month ago
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Moderate,Not comfortable,Flipkart Customer,3 months ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Nice,very disappointed first got connectivity problem  and replaced  same product got that is also  defective volume buttons problems. requested to replace again.  told that  replacement done only once .as a frequent buyer I got disappointed with this .if a customer not satisfied with product then it is his right to get correct product. I suggest pls think before go for it. don't purchase.very very delicate...  it's neck band sticks are just attached together.  little pressure response ...,Tanzeem Ahmed,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Good quality product,Worth the value All the flagship features in note 10 lite,Piyush sethi,"Jun, 2020"
SAMSUNG 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,4.5,Must buy!,good am satisfied,MIDHUN  CHANDRAN,"Jun, 2019"
"REDMI 9i (Sea Blue, 64 GB)",4.3,Does the job,NYC product,Jaya Kumar,1 month ago
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Wonderful,Delivery boy is good.Humble 🤩,Flipkart Customer,3 months ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Good choice,speaker problem  coming working at one month,Dhanista Reddy,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Great product,"Very good phone.. big competitor for middel rang chinese phone.. S pan performance is superb, battery life is good.,Display is also good, processor is 2 yeas old but I tried with my one plus 7, it is faster than op7 in app loading. I don't know abt gaming because I don't play.It is come with android 10 along with samsung UI look good..Best part is 3.5 mm jack so u can enjoy music during changing ( no need bluetooth handset).Over all it is killer phone in this price range..And big compiti...",Hitesh Bhalodia,"Jun, 2020"
"REDMI 9i (Sea Blue, 64 GB)",4.3,Classy product,Nice,Flipkart Customer,1 month ago
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Best in the market!,Amazing,Flipkart Customer,3 months ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Awesome,Good quality ..good looking...best price..go for it..no more negitive reason s...good charging condition,Flipkart Customer,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Best in the market!,Good phone bettry power is good s pan was awesome good cemera performance,Vivek Patel,"Feb, 2020"
"REDMI 9i (Sea Blue, 64 GB)",4.3,Very Good,Nice,Shriniwas  Tawade ,1 month ago
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Simply awesome,Very good,Ramesh kumar Jena,3 months ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Must buy!,ok,Laxmi Sahu,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Fair,Not satisfied with indoor camera quality. Hoping that software update will improve it.,Jaison Mathews,"Sep, 2020"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Fabulous!,It is very good,Vivek  Kumar,3 months ago
"REDMI 9i (Sea Blue, 64 GB)",4.3,Brilliant,Nice product,Flipkart Customer,1 month ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Awesome,Awesome product...Thanks flipkart for delivering the product so quickly.,imdadur rashid,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Best in the market!,Good phone,RABIEUZAMAN TP,"Sep, 2020"
"REDMI 9i (Sea Blue, 64 GB)",4.3,Worth every penny,good,Flipkart Customer,1 month ago
SAMSUNG Level U2 With Type-C Charging Bluetooth Headset,4,Wonderful,nice,Bherusingh Mohansingh,"Jun, 2018"
"SAMSUNG Galaxy Note10 Lite (Aura Red, 128 GB)",4.3,Great product,Best phone i ever had,nikhil mitkari,"Aug, 2020"
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Classy product,Fantastic,Flipkart Customer,4 months ago
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Nice,Good quality,Md.shamsher  Ansari,4 months ago
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Wonderful,"I m really happy with this earphone,,,,,superbb quality",Flipkart Customer,4 months ago
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Terrific purchase,Very nice,Bijoy  THAT,4 months ago
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Nice product,Good for long time,Flipkart Customer,4 months ago
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Really Nice,Very good product all feature are good in low budget Battery backup also very good ....    In one word - this product is the best...,Flipkart Customer,4 months ago
U&I Smash Series Neckband with 12 Hours Battery Backup UiNB-4356 Bluetooth Headset,4,Could be way better,It didn't last 6 months...it got one sided means u can hear only from one side no sound from both side and now I am not able hear properly through this ear phone from one side also...don't  buy it.....won't worth money...doesn't last for 6 months..poor quality...,Flipkart Customer,4 months ago
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Great product,good,Flipkart Customer,"Oct, 2018"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Terrific purchase,Nyc,Flipkart Customer,5 months ago
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Highly recommended,Good product.....,Arun Raveendran,"Oct, 2018"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Really Nice,"It is good,I like it.. i am giving  4 stars , becz when we write it will shake....that's why...otherwise it is a good product.",APARNA KJ,5 months ago
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Highly recommended,Nice👍,Kaviyarasu Jayavel,"Jun, 2019"
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Must buy!,Awesome device from Lenovo,Bhushan  Bhavsar,"Oct, 2018"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Pretty good,Nice it's one leg slightly lame Anyway I am using it like that only Not a issue,Vidyadhar Singh,5 months ago
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Worth the money,best ipad for thus price who want to buy an apple ipad go for it.CVA,Flipkart Customer,"Jun, 2019"
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Worth the money,good product...,Srikanth Kumar Behera,"Oct, 2018"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Just okay,Super good product,VELMURUGAN  Muthu Rama lingam,5 months ago
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Terrific,nice,Bidyut Taid,"Jun, 2019"
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Fabulous!,nice item.. and delver boy is cool boy..😊😊😊😊,salman haider,"Oct, 2018"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Fabulous!,"Loved it, its good for just laptop mouse and keyboard. It should not be used for very heavy things, otherwise it starts shaking.For WFH, laptop, keyboard, mouse, speaker. Its perfect",Juber  Sheikh,5 months ago
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Wonderful,ultimate product in budget price,Suraj Sharma,"Jun, 2019"
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Best in the market!,Good product,Flipkart Customer,"Oct, 2018"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Fabulous!,Ok reasonable against price. Should carry maximum 3 Kg weight,SWARUP DEY,5 months ago
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Just wow!,good,NAGARAJU PAMISETTY,"Jun, 2019"
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Simply awesome,good value for money.,Arp amma,"Oct, 2018"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Terrific purchase,Worth buying it,Molungnen  Jamir ,"Jun, 2019"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Moderate,Legs are shaking balance is not good price is high,Meganath Eswsr,5 months ago
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Great product,Good,Tejas  Bhatt,"Oct, 2018"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Wonderful,Nice product as usual apple, Mithlesh Sharma 24AAACG1209J1Z2,"Jun, 2019"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Nice,It dont havae  a smooth surface it will make full scratch,Antony Rexin,5 months ago
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Perfect product!,Same product as described Value for money,Rupinder Jain,"Oct, 2018"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Must buy!,best for students got it for 22k,Manu Rathi,"Jun, 2019"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Delightful,Quality is good. Price is little high compared to local market..,Rajesh D,5 months ago
Lenovo N100 Wireless Optical Mouse  with Bluetooth,4.4,Simply awesome,Nice product and great performance.,Raghava Rv,"Oct, 2018"
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Terrific,it's a great experience to work with  ipad,LOGESH DHARAN,"Jun, 2019"
MULTI - TABLE Table Mate Plastic Portable Laptop Table,4.1,Awesome,"This table is east to make, it is multi purpose table and I am recommending to you, you should purchase it",Vijay Kumar,5 months ago
APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),4.7,Wonderful,not informed whike I bought this that I have to insured it,Pradeep  Dhir,"Jun, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Classy product,It just gives amazing sound with clear clarity. I am enjoying clear listening of music. strongly recommend to go for it,JayaKrishna Pacheneela,"Jul, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Super!,"Wow!!! hope this is enough to say about amazing product. good Battary back-up, Good bass and every thing at this price.",KULDEEP BISHT,"Jun, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Excellent,Good Product. Great discount offered by Flipkart. Genuine product. Sound is awesome. Battery back up is excellent. Good product at this price range,JOYTIRMOY NANDI,"May, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Mind-blowing purchase,"Original product and as expected sound quality is superb especially the BASS. Thank you Flipkart for the timely delivery, Happy to own this little gadget which can make you rock & roll.",Varun Jain,"May, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Perfect product!,An amazing product in this price range. sound is crystal clear and beats are punchy. nice purchase from flipkart. delighted to have this one.,Aman Deep,"Apr, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Great product,Sound quality is too good. It has good ample amount of bass and vocal & instrumental sound is mind blowing. At one word it has a crystal clear sound with good amount of bass. At this price point it's far better than it's competitor.,Saswata Nayak,"Apr, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Perfect product!,this is one best choice for music lovers. compact and beautiful.can be carried along in your backpacks. suitable for a in-house based parties..best of JBL at this price range. very good delivery service by Flipkart too..,Harini Sekar,"Apr, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Highly recommended,"Amazing product. Sound clarity is excellent, bass is also good, excellent for listening to some detailed instrumental kind of music.",Andy Sanate,"Feb, 2019"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Wonderful,"I have listened almost every portable speaker at this price but this is the all good that I have , no speaker can match it's sound. Also it's very handy as compared to others",Sushant Saxena,"Nov, 2018"
JBL Flip 4 16 W Portable Bluetooth Speaker,4.4,Terrific,Very good and useful product. Nice design and melodious sound with good battery back up.,Shishupal  Kumar,"Nov, 2018"
"Redmi 6 (Gold, 32 GB)",4.4,Very Good,Good phone for first time android users.,Flipkart Customer,"Nov, 2019"
"Redmi 6 (Gold, 32 GB)",4.4,Very Good,nice,Salfi Star,"Nov, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Avg. Product. Max worth ₹(1.5-1.6)k,"Got this product in ₹899, worth in this price, that's too Altec Lansing (got in big billion days) but it's bass start bursting out when heavy bass is played with in 3 month of use. May be because I keep volume MAX. Not worth MRP. Max price depending on its BRAND is ₹1.6k.",Rahul Sharma,"Oct, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Brilliant,heavy phone,Arman Ali,"Nov, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,A must buy Exceptional Bluetooth speaker,"It was all i ever wanted, it has really awesome sound without any distortion, really exceptional battery life and its an must buy for an music lover. Thank you flipkart for giving me to grab this Bluetooth speaker at 949 its the best.",Mayank Nimbalkar,"Jun, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Classy product,betry low qwalaty,Flipkart Customer,"Nov, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Wonderful,Wonderful product.  I was a fan of Altec Lansing when they we're leading the market. And now they have come back..... And I got this for a great deal on flipkart sale....  Under a grand...,Giridhar Karnik,"May, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Nice product,SUPER,francis xavier,"Nov, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Value-for-money,"Nice product and very handy. Easy to carry in your bag  and enjoy listen  muzic in college ,Office & parks. I got the product for just Rs. 1780 during Electronics sale by flipkart on March22-24,2017.",Manmohan Roy,"Apr, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Good quality product,awsm mbl,Flipkart Customer,"Nov, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Awesome,Good quality high bass ..,abhishek  K singh,3 months ago
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Mind-blowing purchase,Nice speaker... i got it at a great price from flipkart.. has good bass... loud enough for indoor use...steady look...,Vikas Mahajan,"Mar, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Does the job,ok,Anbu ,"Nov, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Awesome,"The product is very nice, and sound quality is better than any other headphones, i like it very much, i prefer all people's to bought this headphone",Pratik Mandal,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Super!,good,Tushar Gardi,"Oct, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Just wow!,"I got it for 999 and for that price tag it is worth, even fir 2K it is good, Voice clarity if good and Bass is enough. i love the product and I recommend it.",Sudip Mokashi,"Mar, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Must buy!,Mobile working good,siva kumar,"Nov, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Just okay,Mice not working.,tharesh,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Very Good,ok but led bulbs are small in size,Ayush Agarwal,"Oct, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Not recommended at all,"Bought it for 1999. 30th day it stopped working. Talked with Flipkart personnel it was if no use. No service centers  near by. Met friend Jayadas, mobile technician. He opened it, saw kind of China wired speaker. Small cheap wires used. Soldering done seemed armature. A wire of power supply had got jamed while assembly being done. I went to him having in mind that I lost 2000. Got it repaired anyways. Realized that either Altec Lancing is worst company. Or the sellers of Flipkart may be c...",Shejin Kalathil,"Mar, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Must buy!,good,Suman Sarkar,"Nov, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Wonderful,Very good,Loknath  Saha,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Highly recommended,GOOD lights brighter views.,Vishal Poddar,"Oct, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Good choice,Awesome sound just distorts a little bit at max volume.. but fills in a medium size room pretty well.. for a prize of Rs 2600(during discount) i think its a good deal.,Ankit Bhatt,"Feb, 2017"
"Redmi 6 (Gold, 32 GB)",4.4,Worth every penny,Super mobile awesome i realy happy,Parthiban,"Nov, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Classy product,Good,Bindhu Sai,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Delightful,fantastic.,Akash Anand,"Oct, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Fair,Loud and clear with weak bass.,Chandam Jameschand,"Sep, 2016"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Delightful,Good product,Md Hifjur  Reja,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Very Good,very good,JAGESHWAR PRASAD,"Oct, 2019"
Altec Jacket H2O 10 W Portable Bluetooth Speaker,4.2,Waste of money!,"This product is faulty... When you increase the sound, you feel this speaker will burst... Very bad experience... Go for JBL it is expensive but quality is damn good....",Anurag Mohapatra,"Mar, 2017"
boAt BassHeads 220 Super Extra Bass Wired Headset,2.2,Fair,Its damaged in a week,Ajit Kumar Nayak,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Good quality product,Nice product,Dasharath  Garai,"Oct, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Just okay,Good one huge length not so much let s reduce it a bit,Amal R kurian,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Mind-blowing purchase,Nice products but one issue dilevery time is not Right time,Flipkart Customer,"Oct, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Worth every penny,"Boat headsets,so good,, warranty claim also get within time more conveniently,thanks boat and flipcart,and boat services in Amravati mah",Flipkart Customer,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,1,Don't waste your money,2 bulb fused in 2 month,Saurabh Dave,"Oct, 2019"
boAt BassHeads 220 Super Extra Bass Wired Headset,4.2,Just okay,Good,Flipkart Customer,3 months ago
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Wonderful,good,Yusuf  azad ,"Oct, 2019"
PHILIPS 8.5 W Round B22 LED Bulb,4.3,Value-for-money,brilliant,Bikram Singh,"Oct, 2019"
"APPLE iPhone 12 (Blue, 128 GB)",4.7,Great product,Nice n tnx ekart team good fast dileavri,Vishal Saini Saini,3 months ago
"APPLE iPhone 12 (Blue, 128 GB)",4.7,Just wow!,It's awesome product,Flipkart Customer,3 months ago
"APPLE iPhone 12 (Blue, 128 GB)",4.7,Highly recommended,amazing experience moving from android to ios,sidharth gurjar,3 months ago
ZEBRONICS Wireless Totem 3 Wireless Optical Mouse,3.7,Awesome,The product is so cheap and it is working properly from day 1 if you want to buy a wireless mouse with less amount you can go with this WITHOUT ANY other thoughts i am fully satisfied with the product,Hyma Gumpu,"Jan, 2015"
"APPLE iPhone 12 (Blue, 128 GB)",4.7,Pretty good,Mind blowing camera,Vikas  Kumar,3 months ago
ZEBRONICS Wireless Totem 3 Wireless Optical Mouse,3.7,Decent,"got a defected moues at first ,flipkart replaced it, The mouse is good at this price, no complaints just need to check its battery life",viresh gupta,"Jan, 2015"
"MMShopy Heavy Duty Adjustable Smartphone Phone Stand Holder for Live/Vlogs Special Design for Streaming, Video Blogs, Online Classes, Streaming, Shooting Field,(30 cm) Mobile Holder Mobile Holder",4.1,Best in the market!,Excellent quality,Indrala Lakshmi Narayana,14 days ago
Samsung S22 ultra Pro,1,Got Defective Piece,The quality is average.,Bibek Bhandari,2 Months ago
IQOO Z9,4,pretty good,Display quality is below average. ,Suraj Mandal,1 day ago
